model,dataset,filenames,domain,predicted_class,true_class
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1297.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1298.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1299.wav,synthetic,Speech,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/13.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1300.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1301.wav,synthetic,Speech,Frying
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1302.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1303.wav,synthetic,Speech,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1305.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1306.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/131.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1310.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1313.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1314.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1317.wav,synthetic,Cat,Cat
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1318.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1319.wav,synthetic,Cat,Cat
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1323.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1324.wav,synthetic,Cat,Cat
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1328.wav,synthetic,Speech,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1329.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1330.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1331.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1332.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1333.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1336.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1338.wav,synthetic,Speech,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/134.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1340.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1341.wav,synthetic,Vacuum_cleaner,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1343.wav,synthetic,Vacuum_cleaner,Speech
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1344.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1345.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1347.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/135.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1350.wav,synthetic,Speech,Speech
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1351.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1354.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1357.wav,synthetic,Running_water,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1359.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1360.wav,synthetic,Vacuum_cleaner,Speech
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1361.wav,synthetic,Running_water,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1362.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1363.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1368.wav,synthetic,Speech,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1369.wav,synthetic,Speech,Speech
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1373.wav,synthetic,Vacuum_cleaner,Speech
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1375.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1377.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1378.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1380.wav,synthetic,Speech,Cat
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1381.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1382.wav,synthetic,Vacuum_cleaner,Vacuum_cleaner
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1383.wav,synthetic,Cat,Cat
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1387.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1388.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1389.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/139.wav,synthetic,Speech,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1390.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1392.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1393.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1394.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1395.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1396.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1399.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/14.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/140.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1403.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1404.wav,synthetic,Frying,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1407.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1408.wav,synthetic,Dog,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1409.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1410.wav,synthetic,Speech,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1412.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1416.wav,synthetic,Vacuum_cleaner,Vacuum_cleaner
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1417.wav,synthetic,Speech,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1418.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1419.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/142.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1420.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1422.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1424.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1425.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1426.wav,synthetic,Speech,Cat
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1428.wav,synthetic,Electric_shaver_toothbrush,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1429.wav,synthetic,Speech,Electric_shaver_toothbrush
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1430.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1431.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1432.wav,synthetic,Speech,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1433.wav,synthetic,Speech,Speech
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1435.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1436.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1437.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1438.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/144.wav,synthetic,Running_water,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1440.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1442.wav,synthetic,Speech,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1444.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1445.wav,synthetic,Speech,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1447.wav,synthetic,Vacuum_cleaner,Speech
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1448.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/145.wav,synthetic,Frying,Dishes
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1450.wav,synthetic,Speech,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1451.wav,synthetic,Alarm_bell_ringing,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1453.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1455.wav,synthetic,Cat,Cat
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1456.wav,synthetic,Speech,Dog
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/146.wav,synthetic,Blender,Blender
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1460.wav,synthetic,Speech,Running_water
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1463.wav,synthetic,Speech,Alarm_bell_ringing
baseline,desed_validation,/mnt/data/data/dcase/dataset/audio/validation/synthetic21_validation/soundscapes_16k/1464.wav,synthetic,Speech,Dog
